team,date,elo_(k=32)_rating,elo_(k=32)_avg_7d,elo_(k=32)_δ7d,elo_(k=32)_avg_30d,elo_(k=32)_δ30d,elo_(k=64)_rating,elo_(k=64)_avg_7d,elo_(k=64)_δ7d,elo_(k=64)_avg_30d,elo_(k=64)_δ30d,glicko_1_rating,glicko_1_μ,glicko_1_σ,glicko_1_δrat.7d,glicko_2_rating,glicko_2_μ,glicko_2_σ,glicko_2_δrat.7d
Natus Vincere,16-1-2022,1065.08,1076.42,+0.34,1015.69,+87.79,1132.94,1169.15,-7.18,1041.51,+165.87,1689.18,1875.73,74.62,+43.08,1716.02,1842.47,50.58,+26.72
Noping VPN,16-1-2022,1025.34,1005.21,+28.94,1052.06,-51.26,1015.17,955.41,+81.63,1033.39,-54.91,1327.36,1639.63,124.91,+184.34,1701.86,1832.92,52.43,+13.40
Team Magma,16-1-2022,964.58,963.71,+1.75,986.37,-77.98,931.09,929.40,+3.40,970.91,-139.55,1522.05,1881.53,143.79,-60.77,1690.77,1823.37,53.04,-2.61
Xtreme  Gaming,16-1-2022,1060.37,1061.85,-2.98,1068.85,-6.81,1075.73,1077.59,-3.74,1099.62,-44.75,1704.32,2065.97,144.66,-60.33,1689.40,1842.18,61.11,-2.25
Alliance,16-1-2022,886.70,891.23,-14.02,910.42,-50.70,835.91,843.24,-22.39,878.12,-90.49,1113.87,1500.75,154.75,+0.95,1687.85,1819.45,52.64,-10.22
Neon Esports,16-1-2022,1039.23,1067.03,-65.09,1028.35,+91.21,1089.84,1156.78,-155.81,1084.21,+188.24,1694.54,1888.45,77.56,-56.49,1685.46,1800.26,45.92,-13.26
TNC Predator,16-1-2022,950.30,930.25,+52.77,914.22,+3.07,981.09,932.47,+127.20,878.84,+69.47,1392.06,1632.98,96.37,+149.48,1674.97,1807.09,52.85,+20.25
Entity,16-1-2022,1103.14,1114.23,-18.35,1102.04,+19.41,1139.16,1166.38,-56.88,1166.58,-8.44,1643.55,1838.79,78.09,+46.73,1674.11,1840.93,66.73,+19.14
4 Zoomers,16-1-2022,996.43,979.82,+22.59,1000.73,-32.92,969.66,939.53,+41.36,982.50,-63.04,1359.78,1657.45,119.07,+39.74,1671.67,1795.31,49.46,+3.35
Motivate.Trust Gaming,16-1-2022,1011.30,1011.58,-0.56,1026.75,-40.86,1027.31,1027.98,-1.35,1036.52,-36.07,1526.64,1890.31,145.46,-59.94,1664.75,1793.63,51.55,-2.67
LBZS,16-1-2022,1014.42,983.25,+1.16,983.54,+30.63,1038.74,989.27,-14.24,980.45,+61.92,1557.68,1910.80,141.25,-172.65,1664.39,1827.61,65.29,+47.92
Pari Parni,16-1-2022,1080.25,1098.91,-27.30,1126.08,-42.91,1082.67,1113.02,-36.16,1171.27,-115.76,1591.04,1787.34,78.52,+12.17,1657.76,1817.69,63.97,-5.71
CREEPWAVE,16-1-2022,1089.47,1091.67,-4.42,1099.39,-20.51,1122.37,1125.37,-6.04,1135.94,-28.06,1282.03,1846.16,225.65,-36.64,1645.82,1781.34,54.21,-2.53
Team Saiyan,16-1-2022,1010.62,1010.88,-0.52,1011.79,-2.43,1031.11,1031.87,-1.54,1034.56,-7.13,1478.95,1973.58,197.86,-42.24,1643.05,1796.42,61.35,-2.29
Infamous U.esports.,16-1-2022,1037.52,1027.95,+12.07,1007.48,+0.72,1082.77,1066.93,+18.88,1014.04,+4.49,1523.95,1825.19,120.50,+57.78,1635.62,1770.66,54.01,+2.34
Into The Breach,16-1-2022,1081.18,1086.38,-16.89,1101.40,-33.70,1130.87,1139.60,-28.62,1164.68,-55.96,1444.03,1784.06,136.01,+57.47,1633.70,1782.14,59.38,-0.60
Aster.Aries,16-1-2022,971.44,970.74,+1.41,968.28,+6.55,941.37,939.94,+2.89,934.88,+13.44,1188.15,1695.34,202.88,-41.10,1622.18,1769.05,58.75,-2.33
Brame,16-1-2022,1024.18,1024.77,-1.19,1052.45,-22.31,1008.20,1008.40,-0.40,1069.05,-70.86,1486.30,1720.04,93.49,-112.77,1619.99,1726.46,42.59,-3.25
Wildcard Gaming,16-1-2022,1035.94,1025.81,+20.49,1016.98,+9.81,1054.22,1035.92,+36.98,1024.83,+13.30,1438.69,1746.39,123.08,+64.05,1616.18,1753.22,54.82,+10.40
HellRaisers,16-1-2022,1055.87,1098.33,-67.41,1122.76,-85.14,1057.11,1138.39,-132.08,1190.05,-167.38,1496.07,1745.86,99.92,-42.32,1615.25,1732.80,47.02,-17.18
PuckChamp,16-1-2022,1082.76,1065.21,+35.48,1053.35,+52.97,1154.59,1116.14,+77.73,1103.15,+97.28,1563.87,1883.79,127.97,+143.43,1611.96,1736.67,49.88,+15.20
Rune Eaters,16-1-2022,1025.94,1026.60,-1.33,1024.96,-70.30,1029.92,1040.89,-22.16,1034.15,-144.47,1569.92,1690.41,48.20,-7.31,1609.26,1712.29,41.21,-0.97
Winstrike Team,16-1-2022,1074.22,1061.33,+20.19,1038.20,+69.98,1127.34,1103.05,+38.17,1066.71,+124.99,1493.62,1772.18,111.42,+109.08,1600.65,1726.55,50.36,+15.42
HYDRA,16-1-2022,1030.88,1024.44,+10.16,1057.02,-11.94,1010.68,989.98,+33.48,1063.31,-24.83,1510.26,1703.70,77.38,+16.89,1600.29,1727.26,50.79,-1.51
Execration,16-1-2022,930.70,954.64,-41.48,982.58,-37.31,902.12,939.57,-64.21,989.02,-62.23,1293.05,1601.54,123.40,-10.98,1595.66,1724.34,51.47,-14.30
CDEC ,16-1-2022,929.76,928.04,+3.47,921.98,+16.10,906.22,903.92,+4.63,895.83,+21.50,973.61,1503.04,211.77,-39.23,1594.70,1752.73,63.21,-2.19
phoenix gaming,16-1-2022,907.64,915.46,-22.76,967.25,-88.40,852.91,856.43,-19.32,936.88,-129.78,1159.50,1649.57,196.03,+196.56,1593.58,1753.99,64.16,-9.56
Polaris Esports,16-1-2022,1104.03,1095.10,+26.33,1087.22,+13.00,1177.36,1162.99,+41.19,1151.90,+17.84,1580.15,1909.62,131.79,+139.95,1590.83,1731.73,56.36,+22.87
Hokori,16-1-2022,969.21,989.75,-7.32,975.74,+38.40,961.09,1007.31,-29.77,988.36,+67.41,1272.17,1610.43,135.30,+57.62,1563.72,1689.80,50.43,+1.73
iG.Vitality,16-1-2022,948.29,947.03,+2.55,956.31,-37.43,911.06,908.89,+4.39,924.86,-66.96,1159.81,1585.34,170.21,-49.93,1558.90,1737.77,71.55,-1.93
Nemiga Gaming,16-1-2022,1012.11,1012.03,+2.38,1043.69,-12.19,997.13,996.62,+3.70,1068.91,-66.01,1562.53,1675.77,45.30,+2.29,1557.49,1658.89,40.56,+0.46
AS Monaco Gambit,16-1-2022,925.67,933.90,-16.66,946.64,-23.67,912.09,921.29,-18.62,941.04,-35.25,1185.15,1557.26,148.84,-0.34,1546.41,1703.06,62.66,-12.86
Coritiba Esports,16-1-2022,1033.52,1010.03,+31.33,1023.94,-5.13,1073.14,1022.90,+66.97,1043.45,-15.57,1410.60,1763.85,141.30,+152.76,1540.55,1715.15,69.84,+33.43
Infinity,16-1-2022,1111.30,1107.13,+22.18,1081.72,+58.31,1209.78,1204.10,+33.08,1168.99,+72.91,1613.93,2000.93,154.80,+53.80,1538.57,1688.35,59.91,+17.35
Team Empire,16-1-2022,876.58,892.33,-24.37,906.48,-41.95,823.43,855.23,-49.89,880.30,-48.99,1303.06,1521.64,87.43,-27.78,1534.40,1643.64,43.70,-12.65
Mind Games,16-1-2022,959.89,940.13,+32.44,926.56,+36.15,972.43,935.62,+59.97,898.78,+85.92,1319.20,1661.17,136.79,+167.37,1529.82,1662.58,53.10,+17.10
Nigma Galaxy SEA,16-1-2022,1051.21,1044.07,+20.47,1036.11,+15.82,1094.33,1076.68,+45.68,1059.90,+28.31,1524.75,1817.04,116.91,+163.68,1516.49,1696.31,71.93,+39.82
SG esports,16-1-2022,851.30,863.83,-38.14,875.10,-13.12,775.45,801.66,-71.36,821.84,-9.68,981.11,1314.62,133.40,-22.45,1498.90,1638.40,55.80,-22.15
Tempest,16-1-2022,991.58,1001.87,-13.51,974.78,+6.81,998.94,1016.77,-22.91,962.63,+31.85,1377.72,1702.77,130.02,+62.49,1491.91,1653.27,64.54,+5.28
Fantastic Five,16-1-2022,945.57,916.51,+32.49,911.19,+35.96,947.96,894.29,+60.66,879.84,+66.56,1345.22,1562.98,87.10,+45.24,1473.92,1595.42,48.60,+14.81
Eternity,16-1-2022,884.49,913.45,-26.67,908.53,-15.13,830.35,890.37,-46.43,871.23,-22.12,1219.21,1513.07,117.55,+22.52,1466.08,1601.33,54.10,-4.06
Team Bald Reborn,16-1-2022,984.73,986.53,-16.70,987.41,+15.75,967.59,971.89,-39.13,976.76,+32.08,1219.78,1504.74,113.99,+30.63,1465.96,1654.17,75.28,-14.53
Simply TOOBASED,16-1-2022,917.19,894.47,+18.81,868.66,+54.74,914.16,863.37,+44.27,811.88,+109.59,1241.02,1535.39,117.75,+113.83,1454.92,1597.68,57.10,+13.72
B8,16-1-2022,877.28,902.36,-26.69,916.73,-57.34,804.28,842.09,-31.30,853.57,-61.77,963.23,1312.07,139.54,+117.20,1453.75,1582.96,51.68,-11.73
Yangon Galacticos,16-1-2022,995.30,995.19,+0.23,994.78,+1.08,1004.69,1004.81,-0.23,1005.21,-1.08,1160.47,1801.70,256.49,-31.99,1443.69,1617.28,69.43,-1.99
Army Geniuses,16-1-2022,933.20,924.41,+3.45,923.89,+14.88,928.71,917.04,+1.47,919.03,+22.97,1264.15,1559.01,117.94,+57.36,1417.02,1548.53,52.61,-3.00
Ghost Frogs,16-1-2022,957.96,938.00,+12.14,957.70,-22.98,941.83,891.56,+40.16,922.89,-29.39,1122.53,1414.85,116.93,+104.07,1415.84,1599.50,73.46,+12.87
Gorillaz-Pride,16-1-2022,1070.45,1058.46,+15.13,1037.23,+61.13,1110.08,1095.82,+17.57,1064.68,+89.64,1320.80,1686.26,146.19,+32.79,1409.65,1575.75,66.44,+27.40
Lilgun ,16-1-2022,995.84,972.09,+36.22,986.78,-0.77,1024.55,970.01,+95.17,995.68,+7.43,1321.32,1647.75,130.57,+258.43,1405.80,1576.00,68.08,+44.89
The Cut,16-1-2022,1076.82,1068.57,+8.03,1054.94,+30.41,1131.45,1122.58,+7.63,1104.44,+27.02,1355.02,1677.47,128.98,+62.56,1399.08,1572.72,69.46,+7.57
One Move,16-1-2022,975.65,982.26,-10.48,982.28,-32.87,949.70,969.43,-31.52,957.81,-53.15,1286.81,1597.28,124.19,+59.67,1370.37,1569.41,79.62,+17.71
IVY,16-1-2022,953.82,952.69,+2.28,944.76,+51.05,947.66,946.37,+2.58,933.13,+115.17,1129.79,1533.94,161.66,-52.96,1358.84,1558.44,79.84,-1.71
Unknown Team,16-1-2022,873.93,884.56,-12.39,891.48,-14.34,798.91,810.94,-13.08,814.55,-5.64,717.03,1157.75,176.29,+3.77,1355.02,1508.80,61.51,-17.23
KHAN,16-1-2022,953.31,952.17,+2.30,948.14,+10.70,928.30,926.55,+3.54,920.36,+16.44,912.11,1518.69,242.63,-33.92,1351.18,1549.63,79.38,-1.72
Arkosh Gaming,16-1-2022,838.86,851.44,-14.47,866.78,-28.06,749.24,772.48,-27.49,811.71,-72.74,944.25,1282.53,135.31,-4.32,1350.66,1503.87,61.28,-6.74
Omega Gaming,16-1-2022,977.47,968.46,+14.38,983.16,-38.88,967.85,956.14,+16.64,982.84,-81.22,1152.98,1497.39,137.76,+2.86,1305.71,1489.84,73.65,+20.13
Inverse,16-1-2022,894.17,911.30,-26.06,915.13,-60.77,834.56,859.19,-36.06,862.88,-83.64,761.14,1210.53,179.75,+11.44,1174.52,1365.28,76.30,-11.65
felt,16-1-2022,969.62,962.52,+32.11,958.05,+0.02,977.19,961.87,+76.22,938.55,+20.50,1097.72,1453.76,142.41,+197.85,1166.65,1342.62,70.39,+44.40
Electronic Boys,16-1-2022,960.27,963.08,-8.21,966.32,-13.35,957.61,965.77,-22.61,974.58,-14.27,1049.62,1399.08,139.78,+52.74,1145.89,1331.72,74.33,+9.69
5ManMidas,16-1-2022,955.80,934.72,+30.81,924.15,+20.30,949.11,911.84,+60.86,889.41,+44.26,1028.14,1374.28,138.45,+299.99,1142.71,1315.80,69.24,+46.89
PSG.LGD,15-1-2022,1199.79,1196.79,+23.79,1188.79,-0.05,1263.37,1257.59,+37.96,1258.15,-19.89,2036.92,2382.04,138.05,+282.50,2021.93,2148.42,50.60,+12.34
Team Spirit,15-1-2022,1168.19,1172.12,-6.79,1181.21,-66.20,1223.36,1227.04,+3.34,1233.35,-129.62,1858.08,2143.95,114.35,+39.62,1926.74,2042.84,46.44,+2.14
Virtus.pro,15-1-2022,1078.79,1080.72,-3.89,1075.30,-21.64,1101.76,1104.25,-5.02,1091.19,-36.75,1639.75,1952.41,125.06,+140.45,1876.43,2014.08,55.06,+9.51
Tundra Esports,15-1-2022,1136.93,1173.33,-45.30,1165.51,+84.02,1222.34,1303.79,-99.63,1294.84,+162.57,1792.39,2075.93,113.41,-86.31,1876.21,2000.09,49.55,-16.15
Vici Gaming,15-1-2022,1042.16,1015.97,+19.28,1055.66,-29.13,1056.46,996.23,+58.14,1077.59,-62.63,1799.80,1997.13,78.93,+67.05,1866.78,1977.32,44.22,+10.05
INVICTUS GAMING,15-1-2022,1039.12,1066.84,-19.53,1102.20,-74.88,1006.36,1066.71,-49.99,1135.12,-172.42,1733.05,1947.56,85.81,-42.92,1861.89,1974.08,44.88,-29.49
Team Aster,15-1-2022,1078.84,1060.88,+60.02,1008.66,+76.25,1165.08,1132.05,+112.81,1013.94,+176.56,1738.22,2000.90,105.07,+206.33,1861.42,1982.43,48.40,+24.08
T1,15-1-2022,1164.33,1121.83,+54.88,1132.02,+15.18,1283.05,1198.06,+106.18,1227.55,+22.01,1816.54,2153.62,134.83,+245.45,1860.61,1985.01,49.76,+22.68
Team Secret,15-1-2022,1062.54,1056.27,+17.85,1060.42,-85.44,1096.73,1085.71,+31.20,1092.25,-160.24,1697.58,2044.12,138.62,+34.22,1857.35,1984.63,50.91,+1.51
Royal Never Give Up,15-1-2022,1104.74,1101.08,-5.91,1077.00,+91.13,1138.90,1132.43,-18.83,1110.61,+126.73,1873.77,2067.66,77.56,+31.91,1856.16,1971.29,46.05,+11.34
Evil Geniuses,15-1-2022,1080.07,1063.83,+32.84,1027.89,+81.02,1120.61,1085.31,+71.34,1005.24,+180.09,1572.05,1915.05,137.20,+181.64,1852.79,1995.96,57.27,+20.95
OG,15-1-2022,1065.00,1056.83,+16.53,1067.05,-31.14,1092.85,1079.93,+26.11,1092.86,-75.59,1706.94,1982.92,110.39,+18.94,1842.09,1966.63,49.82,+8.66
BOOM Esports,15-1-2022,1179.44,1220.17,-51.24,1234.78,-64.36,1235.88,1318.49,-101.27,1346.54,-130.42,1730.09,2089.91,143.93,-141.94,1837.93,1966.38,51.38,-15.56
TSM FTX,15-1-2022,1052.81,1075.28,-63.16,1108.71,-58.54,1035.84,1081.37,-130.28,1147.87,-117.67,1471.32,1819.47,139.26,-104.58,1836.40,1973.57,54.87,-16.76
EHOME,15-1-2022,1014.91,1030.74,-46.88,1022.54,+1.72,1013.13,1044.63,-97.89,1037.18,-9.21,1678.67,1955.25,110.63,-39.34,1834.48,1979.23,57.90,-12.04
Team Liquid,15-1-2022,1052.99,1064.37,-29.67,1081.19,-34.58,1079.96,1105.06,-66.08,1143.10,-96.75,1740.61,2060.47,127.94,-29.12,1814.38,1949.79,54.16,-8.58
Nigma Galaxy,15-1-2022,1048.86,1021.70,+45.97,986.56,+104.91,1119.72,1075.14,+84.66,1007.95,+212.61,1772.66,2128.05,142.16,+259.88,1803.59,1937.96,53.75,+19.72
Quincy Crew,15-1-2022,1074.69,1074.04,+15.44,1066.14,+17.08,1116.02,1119.73,+20.45,1106.86,+21.72,1599.39,1943.00,137.44,-57.95,1796.54,1936.79,56.10,-10.99
Team SMG,15-1-2022,1085.43,1077.90,+8.71,1069.46,-19.73,1151.44,1135.40,+17.81,1110.49,-10.61,1783.13,1974.79,76.67,+5.05,1765.58,1885.52,47.97,+8.86
Fnatic,15-1-2022,1069.78,1050.41,+21.16,1040.84,+30.82,1128.26,1097.97,+32.68,1086.56,+41.29,1644.35,1961.00,126.66,+57.78,1751.78,1883.82,52.82,+10.12
beastcoast,15-1-2022,1066.64,1068.27,-3.29,1073.11,+9.11,1089.88,1092.09,-4.44,1122.47,-19.53,1422.67,1861.62,175.58,-48.21,1738.96,1878.71,55.90,-2.45
Neptune Gaming,15-1-2022,898.89,896.41,+4.99,887.69,+23.18,847.47,843.74,+7.53,830.57,+34.97,860.69,1396.97,214.51,-38.69,1719.39,1852.76,53.35,-2.65
Thunder Awaken,15-1-2022,1111.54,1114.27,-5.50,1102.42,+28.01,1209.27,1214.40,-10.33,1199.93,+27.60,1567.00,1891.34,129.73,-61.40,1719.06,1850.01,52.38,-0.88
Natus Vincere,15-1-2022,1099.43,1076.62,+32.74,1012.85,+122.30,1218.60,1171.96,+63.16,1036.15,+251.76,1689.18,1875.73,74.62,+43.08,1716.02,1842.47,50.58,+26.72
Noping VPN,15-1-2022,1017.01,1006.36,-17.50,1053.73,-60.11,978.02,954.55,-30.27,1035.18,-92.54,1327.36,1639.63,124.91,+184.34,1701.86,1832.92,52.43,+13.40
Team Magma,15-1-2022,964.33,963.46,+1.76,987.91,-48.12,930.61,928.91,+3.42,973.51,-81.07,1522.05,1881.53,143.79,-60.77,1690.77,1823.37,53.04,-2.61
Xtreme  Gaming,15-1-2022,1060.79,1062.28,-3.00,1068.02,+26.22,1076.26,1078.12,-3.76,1098.61,+31.84,1704.32,2065.97,144.66,-60.33,1689.40,1842.18,61.11,-2.25
Alliance,15-1-2022,885.92,892.90,-14.11,912.35,-60.90,834.77,845.91,-22.54,881.44,-104.09,1113.87,1500.75,154.75,+0.95,1687.85,1819.45,52.64,-10.22
Neon Esports,15-1-2022,1039.50,1075.26,-65.54,1025.40,+91.84,1090.46,1176.47,-156.89,1078.11,+189.54,1694.54,1888.45,77.56,-56.49,1685.46,1800.26,45.92,-13.26
TNC Predator,15-1-2022,949.96,923.57,+53.14,914.11,+3.09,980.96,916.45,+128.08,876.58,+69.95,1392.06,1632.98,96.37,+149.48,1674.97,1807.09,52.85,+20.25
Entity,15-1-2022,1103.85,1116.63,-18.48,1101.43,+19.55,1140.12,1173.66,-57.27,1166.89,-8.50,1643.55,1838.79,78.09,+46.73,1674.11,1840.93,66.73,+19.14
4 Zoomers,15-1-2022,996.41,976.97,+22.75,1001.80,-33.14,969.46,934.30,+41.64,984.54,-63.47,1359.78,1657.45,119.07,+39.74,1671.67,1795.31,49.46,+3.35
Motivate.Trust Gaming,15-1-2022,1011.38,1011.66,-0.56,1028.08,-41.14,1027.50,1028.17,-1.36,1037.70,-36.32,1526.64,1890.31,145.46,-59.94,1664.75,1793.63,51.55,-2.67
LBZS,15-1-2022,976.84,978.96,-3.27,982.55,-6.83,967.97,981.31,-7.10,978.45,-8.69,1557.68,1910.80,141.25,-172.65,1664.39,1827.61,65.29,+47.92
Pari Parni,15-1-2022,1080.81,1102.42,-27.48,1126.96,-26.57,1083.24,1117.64,-36.41,1174.35,-94.83,1591.04,1787.34,78.52,+12.17,1657.76,1817.69,63.97,-5.71
CREEPWAVE,15-1-2022,1090.09,1092.30,-4.45,1100.08,-20.66,1123.22,1126.24,-6.08,1136.88,-28.25,1282.03,1846.16,225.65,-36.64,1645.82,1781.34,54.21,-2.53
Team Saiyan,15-1-2022,1010.69,1010.95,-0.53,1012.94,-35.52,1031.32,1032.09,-1.55,1037.28,-84.08,1478.95,1973.58,197.86,-42.24,1643.05,1796.42,61.35,-2.29
Infamous U.esports.,15-1-2022,1037.78,1026.46,+12.15,1007.47,+0.73,1083.34,1064.63,+19.01,1013.92,+4.52,1523.95,1825.19,120.50,+57.78,1635.62,1770.66,54.01,+2.34
Into The Breach,15-1-2022,1081.74,1088.58,-17.00,1102.51,-33.93,1131.78,1143.32,-28.81,1166.52,-56.35,1444.03,1784.06,136.01,+57.47,1633.70,1782.14,59.38,-0.60
Aster.Aries,15-1-2022,971.24,970.54,+1.42,969.04,-23.81,940.97,939.52,+2.91,936.34,-45.90,1188.15,1695.34,202.88,-41.10,1622.18,1769.05,58.75,-2.33
Brame,15-1-2022,1024.35,1024.94,-1.20,1053.18,-22.47,1008.26,1008.46,-0.41,1071.35,-71.35,1486.30,1720.04,93.49,-112.77,1619.99,1726.46,42.59,-3.25
Wildcard Gaming,15-1-2022,1036.19,1023.26,+20.63,1016.67,+9.88,1054.59,1031.31,+37.23,1024.41,+13.39,1438.69,1746.39,123.08,+64.05,1616.18,1753.22,54.82,+10.40
HellRaisers,15-1-2022,1080.33,1106.86,-43.80,1125.53,-61.65,1099.63,1155.06,-90.87,1195.50,-126.41,1496.07,1745.86,99.92,-42.32,1615.25,1732.80,47.02,-17.18
PuckChamp,15-1-2022,1083.33,1060.82,+35.68,1051.65,+53.34,1155.66,1108.77,+59.97,1100.03,+97.95,1563.87,1883.79,127.97,+143.43,1611.96,1736.67,49.88,+15.20
Rune Eaters,15-1-2022,1026.12,1026.79,-1.34,1026.18,-37.64,1030.13,1043.71,-22.32,1036.90,-84.91,1569.92,1690.41,48.20,-7.31,1609.26,1712.29,41.21,-0.97
Winstrike Team,15-1-2022,1074.73,1056.03,+42.86,1035.94,+70.46,1128.22,1094.37,+70.34,1062.68,+125.85,1493.62,1772.18,111.42,+109.08,1600.65,1726.55,50.36,+15.42
HYDRA,15-1-2022,1031.09,1023.18,+10.23,1058.48,-45.18,1010.75,985.78,+33.71,1066.07,-85.55,1510.26,1703.70,77.38,+16.89,1600.29,1727.26,50.79,-1.51
Execration,15-1-2022,930.22,959.80,-41.76,983.77,-37.57,901.45,947.57,-64.66,991.02,-62.66,1293.05,1601.54,123.40,-10.98,1595.66,1724.34,51.47,-14.30
CDEC ,15-1-2022,929.28,927.54,+3.49,921.44,+16.22,905.57,903.26,+4.66,895.11,+21.65,973.61,1503.04,211.77,-39.23,1594.70,1752.73,63.21,-2.19
phoenix gaming,15-1-2022,907.00,921.06,-45.43,970.11,-89.01,851.89,863.55,-57.97,941.06,-130.67,1159.50,1649.57,196.03,+196.56,1593.58,1753.99,64.16,-9.56
Polaris Esports,15-1-2022,1104.75,1091.88,+26.51,1086.82,+13.09,1178.59,1157.96,+41.48,1151.36,+17.97,1580.15,1909.62,131.79,+139.95,1590.83,1731.73,56.36,+22.87
Hokori,15-1-2022,969.00,990.65,-7.37,975.22,+16.02,960.82,1011.02,-29.97,987.23,+34.84,1272.17,1610.43,135.30,+57.62,1563.72,1689.80,50.43,+1.73
iG.Vitality,15-1-2022,947.94,946.66,+2.57,957.52,-37.69,910.45,908.26,+4.42,927.02,-67.42,1159.81,1585.34,170.21,-49.93,1558.90,1737.77,71.55,-1.93
Nemiga Gaming,15-1-2022,1012.19,1011.74,+2.40,1044.09,-12.28,997.11,996.15,+3.72,1071.05,-66.47,1562.53,1675.77,45.30,+2.29,1557.49,1658.89,40.56,+0.46
AS Monaco Gambit,15-1-2022,925.15,935.94,-16.77,947.39,-23.83,911.48,923.56,-18.75,942.16,-35.49,1185.15,1557.26,148.84,-0.34,1546.41,1703.06,62.66,-12.86
Coritiba Esports,15-1-2022,1033.75,1006.11,+31.54,1024.11,-5.17,1073.64,1014.53,+67.43,1043.97,-15.68,1410.60,1763.85,141.30,+152.76,1540.55,1715.15,69.84,+33.43
Infinity,15-1-2022,1112.07,1104.44,+22.33,1079.85,+58.72,1211.23,1200.11,+33.31,1166.67,+73.42,1613.93,2000.93,154.80,+53.80,1538.57,1688.35,59.91,+17.35
Team Empire,15-1-2022,875.73,895.29,-24.53,908.11,-51.57,822.21,861.36,-50.24,882.11,-57.20,1303.06,1521.64,87.43,-27.78,1534.40,1643.64,43.70,-12.65
Mind Games,15-1-2022,959.61,936.00,+32.70,925.38,+36.40,972.24,925.77,+78.68,895.99,+86.51,1319.20,1661.17,136.79,+167.37,1529.82,1662.58,53.10,+17.10
Nigma Galaxy SEA,15-1-2022,1051.57,1041.54,+20.61,1035.61,+15.93,1094.98,1071.01,+45.99,1059.01,+28.51,1524.75,1817.04,116.91,+163.68,1516.49,1696.31,71.93,+39.82
SG esports,15-1-2022,850.28,868.50,-38.40,876.32,-38.86,773.90,810.45,-71.86,823.67,-58.15,981.11,1314.62,133.40,-22.45,1498.90,1638.40,55.80,-22.15
Tempest,15-1-2022,991.52,998.79,+24.54,973.73,+32.50,998.93,1010.25,+52.14,960.04,+80.48,1377.72,1702.77,130.02,+62.49,1491.91,1653.27,64.54,+5.28
Fantastic Five,15-1-2022,913.73,912.37,+1.25,910.55,-11.89,888.45,886.61,+1.93,878.37,-13.87,1345.22,1562.98,87.10,+45.24,1473.92,1595.42,48.60,+14.81
Eternity,15-1-2022,919.18,916.70,+8.63,908.99,+20.25,905.65,896.07,+29.71,871.91,+54.20,1219.21,1513.07,117.55,+22.52,1466.08,1601.33,54.10,-4.06
Team Bald Reborn,15-1-2022,984.62,988.62,-16.82,986.90,+15.86,967.37,976.79,-39.40,975.71,+32.30,1219.78,1504.74,113.99,+30.63,1465.96,1654.17,75.28,-14.53
Simply TOOBASED,15-1-2022,881.12,892.03,-16.55,866.86,+19.63,837.10,857.73,-31.89,808.30,+33.88,1241.02,1535.39,117.75,+113.83,1454.92,1597.68,57.10,+13.72
B8,15-1-2022,907.90,908.43,-17.93,918.56,-26.27,862.08,849.85,-4.27,855.54,-3.05,963.23,1312.07,139.54,+117.20,1453.75,1582.96,51.68,-11.73
Yangon Galacticos,15-1-2022,995.27,995.15,+0.23,994.75,+1.08,1004.73,1004.84,-0.23,1005.25,-1.08,1160.47,1801.70,256.49,-31.99,1443.69,1617.28,69.43,-1.99
Army Geniuses,15-1-2022,932.74,923.92,+3.47,923.39,+14.98,928.22,916.79,+1.48,918.27,+23.13,1264.15,1559.01,117.94,+57.36,1417.02,1548.53,52.61,-3.00
Ghost Frogs,15-1-2022,957.67,936.44,+12.22,958.43,-23.14,941.42,886.46,+40.44,923.84,-29.59,1122.53,1414.85,116.93,+104.07,1415.84,1599.50,73.46,+12.87
Gorillaz-Pride,15-1-2022,1070.94,1053.36,+41.28,1035.26,+61.55,1110.84,1088.71,+57.65,1061.79,+90.26,1320.80,1686.26,146.19,+32.79,1409.65,1575.75,66.44,+27.40
Lilgun ,15-1-2022,995.81,967.53,+36.47,986.81,-0.77,1024.72,958.05,+95.82,995.44,+7.48,1321.32,1647.75,130.57,+258.43,1405.80,1576.00,68.08,+44.89
The Cut,15-1-2022,1066.01,1067.63,-3.26,1053.97,+19.28,1118.82,1121.73,-5.86,1103.59,+13.66,1355.02,1677.47,128.98,+62.56,1399.08,1572.72,69.46,+7.57
One Move,15-1-2022,975.48,983.55,-10.55,983.34,-33.10,949.35,973.36,-31.74,959.53,-53.52,1286.81,1597.28,124.19,+59.67,1370.37,1569.41,79.62,+17.71
IVY,15-1-2022,953.50,952.36,+2.29,943.09,+51.40,947.29,946.00,+2.60,929.38,+115.96,1129.79,1533.94,161.66,-52.96,1358.84,1558.44,79.84,-1.71
Unknown Team,15-1-2022,873.06,886.01,-12.47,891.92,-14.44,797.52,812.41,-13.17,814.69,-5.68,717.03,1157.75,176.29,+3.77,1355.02,1508.80,61.51,-17.23
KHAN,15-1-2022,952.99,951.84,+2.32,947.78,+10.78,927.81,926.04,+3.56,919.81,+16.55,912.11,1518.69,242.63,-33.92,1351.18,1549.63,79.38,-1.72
Arkosh Gaming,15-1-2022,837.75,853.12,-14.57,867.66,-28.25,747.51,775.73,-27.68,814.01,-73.24,944.25,1282.53,135.31,-4.32,1350.66,1503.87,61.28,-6.74
